"country","year","gdp_capita","population","urban_pop","life_exp","eco_freedom","employment_ratio","gov_edu_expend","gov_health_expend","literacy","poverty","child_mortality","hunger"
"NAC","2010",47553.06611,343417261,0.8079198465,78.8259382,NA,0.5780042535,0.1273424,0.1891654739,NA,NA,0.00724756473,NA
"NAM","2010",8212.329315,2193643,0.41616,62.48029268,"62.2",0.4770000076,0.2619325,0.1385598106,NA,NA,0.0538,0.376
"NCL","2010",NA,250000,0.67273,77.47317073,NA,NA,NA,NA,NA,NA,NA,NA
"NER","2010",804.0510285,16291990,0.17559,58.259,"52.9",0.6140000153,0.1810404,0.1069245786,NA,NA,0.1236,0.111
"NGA","2010",5019.186061,159424742,0.4348,51.3295122,"56.8",0.5140000153,NA,0.0571574595,NA,NA,0.1303,0.061
"NIC","2010",3942.82262,5737722,0.57255,73.58173171,NA,0.5759999847,0.2275367,0.1983115178,NA,NA,0.0261,0.203
"NLD","2010",44773.87287,16615394,0.87061,80.70243902,NA,0.6170000076,0.1152436,0.1903502159,NA,NA,0.0044,NA
"NOR","2010",58812.94306,4889252,0.79102,80.99756098,"69.4",0.6329999924,0.1530602,0.174178788,NA,NA,0.0032,NA
"NPL","2010",1956.465866,26875910,0.16822,67.9714878,"52.7",0.8130000305,0.2081352,0.1429194004,NA,0.0304,0.0454,0.102
"NRU","2010",NA,10025,1,NA,NA,NA,NA,0.1029012434,NA,NA,0.0394,NA
"NZL","2010",31270.05821,4350700,0.86165,80.70243902,"82.1",0.6329999924,0.1664842,0.1977959438,NA,NA,0.0062,NA
"OED","2010",34951.81404,1241452689,0.7901772706,79.40530859,NA,0.5478942517,0.1208019,0.1688033792,NA,NA,0.008421682843,NA
"OMN","2010",45884.95858,2943747,0.75161,76.05280488,"67.7",0.5520000076,NA,0.0669591197,0.86939,NA,0.0117,0.059
"OSS","2010",20816.48202,25965594,0.560186905,65.18224933,NA,0.590564775,0.1457315,NA,0.7539425,NA,0.06583561605,NA
"PAK","2010",4209.69803,170043918,0.36598,65.16256098,NA,0.5120000076,0.1186466,0.0471561579,0.5537519,0.0118,0.0918,0.217
"PAN","2010",15202.21744,3620506,0.65115,76.86363415,NA,0.6120000076,NA,0.1510949674,0.9409412,0.0132,0.0198,0.148
"PER","2010",9678.495225,29373644,0.76915,73.63980488,"67.6",0.7290000153,0.1355558,0.1329359376,NA,0.013,0.021,0.122
"PHL","2010",5524.15441,93038902,0.45255,67.78331707,"56.3",0.6,NA,0.0930691599,NA,NA,0.0319,0.13
"PLW","2010",12157.3001,20470,0.83358,NA,NA,NA,NA,0.1691348315,NA,NA,0.0194,NA
"PNG","2010",2122.70745,6847517,0.13019,61.99482927,"53.5",0.7059999847,NA,0.1039330994,NA,NA,0.0661,NA
"POL","2010",20883.06044,38042794,0.60892,76.24634146,"63.2",0.5059999847,0.1110892,0.1074768264,NA,0,0.0058,NA
"PRE","2010",3114.564146,735769429,0.3602863434,56.36648009,NA,0.6190509166,0.1654601,0.08281969274,0.5585236,NA,0.1051841508,0.1966540534
"PRI","2010",33756.80686,3721526,0.93825,78.41163415,NA,0.3670000076,NA,NA,0.9196523,NA,NA,NA
"PRK","2010",NA,24500506,0.6021,68.90002439,NA,0.75,NA,NA,NA,NA,0.0313,0.418
"PRT","2010",26943.02092,10573100,0.60567,79.02682927,"64.4",0.5520000076,0.1042656,0.1383961106,NA,NA,0.0039,NA
"PRY","2010",7142.057039,6209877,0.58487,72.30129268,NA,0.6590000153,0.1872218,0.1115728223,0.9387092,0.021,0.0241,0.124
"PSE","2010",4078.495891,3811102,0.74136,72.21492683,NA,0.3110000038,NA,NA,0.9493201,NA,0.0238,NA
"PSS","2010",4883.025379,2211421,0.3657668451,69.14002509,NA,NA,NA,NA,NA,NA,0.02900958001,0.06748068944
"PST","2010",37715.99122,1075073808,0.7973027194,79.7133518,NA,0.5520816672,0.12151965,0.1717860077,NA,NA,0.005799499635,NA
"PYF","2010",NA,268065,0.56479,75.69539024,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","2010",125088.006,1765513,0.98655,77.8255122,"69",0.86,0.1317872,0.0513369728,0.9628374,NA,0.009,NA
"ROU","2010",16579.84936,20246871,0.53829,73.45853659,"64.2",0.52,0.0912913,0.1184811659,NA,0,0.0139,NA
"RUS","2010",20497.95231,142849449,0.73687,68.85609756,NA,0.5840000153,NA,0.0971810679,0.9968427,3e-04,0.012,NA
"RWA","2010",1301.696952,10293669,0.23952,61.40178049,"59.1",0.8569999695,0.1737576,0.1132028975,0.6585227,0.237,0.0641,0.373
"SAS","2010",4093.788687,1628688562,0.3098624898,66.69295483,NA,0.5486181576,0.1186466,0.04860117002,0.6672693,0.0599,0.064,0.1665619461
"SAU","2010",43351.76769,28090647,0.82084,73.70160976,"64.1",0.4870000076,NA,0.0621944135,NA,NA,0.017,0.05
"SDN","2010",3175.273943,36114885,0.3308,62.04258537,NA,0.4559999847,NA,0.1164949118,NA,NA,0.0802,NA
"SEN","2010",2142.948291,12956791,0.4223,64.01443902,"54.6",0.6940000153,0.2072314,0.0877232959,NA,NA,0.0648,0.136
"SGP","2010",70561.0834,5076732,1,81.54146341,"86.1",0.6509999847,0.1655659,0.0975111551,0.9585733,NA,0.0028,NA
"SLB","2010",1752.11988,526177,0.20048,67.06565854,"42.9",0.64,0.1747849,0.2031946151,NA,NA,0.0321,0.109
"SLE","2010",1334.506125,5775902,0.38241,48.22895122,"47.9",0.6490000153,0.1280193,0.118538553,NA,NA,0.1602,0.29
"SLV","2010",7301.806597,6038306,0.64286,71.67060976,NA,0.575,0.1616422,0.1350724583,0.8449272,0.0233,0.02,0.12
"SMR","2010",NA,30690,0.94086,83.15937916,NA,NA,0.1078129,0.1459308945,NA,NA,0.0035,NA
"SOM","2010",NA,9581714,0.37259,54.02365854,NA,0.5220000076,NA,NA,NA,NA,0.1602,NA
"SRB","2010",11813.4578,7291436,0.55208,74.33658537,NA,0.4190000153,0.1051358,0.1430826211,NA,1e-04,0.0076,NA
"SSA","2010",3164.636367,873690399.6,0.3523066331,56.3348071,NA,0.6411983518,0.1731324,0.1175486009,0.6032718,0.1835,0.1012,0.2044629493
"SSD","2010",3717.215638,10056475,0.17855,53.66490244,NA,NA,NA,NA,NA,NA,0.1109,NA
"SSF","2010",3166.360693,873780169.6,0.3523241892,56.33653954,NA,0.6411983518,0.1731324,0.1175102755,0.6036475,NA,0.1013962457,0.2044629493
"SST","2010",18446.89099,35031584,0.5201401385,66.77690299,NA,0.5846072583,0.15127745,NA,0.8088961,NA,0.0571364497,0.159106646
"STP","2010",2712.781694,170880,0.61907,65.85468293,NA,NA,0.193236,0.0557832912,NA,0.0912,0.0564,0.062
"SUR","2010",14216.54879,518141,0.66344,70.36273171,"52.5",0.5020000076,NA,0.1189178476,0.9467575,NA,0.0249,0.087
"SVK","2010",24515.69235,5391428,0.54685,75.11219512,NA,0.505,0.0985753,0.1455261805,NA,0.002,0.0084,NA
"SVN","2010",27607.72304,2048583,0.5004,79.42195122,"64.7",0.55,0.1208019,0.1360230387,NA,5e-04,0.0033,NA
"SWE","2010",41755.98017,9378126,0.85056,81.45121951,"72.4",0.58,0.1334556,0.1474868645,NA,NA,0.0031,NA
"SWZ","2010",7487.509503,1193148,0.21492,48.3457561,"57.4",0.4370000076,0.1828303,0.1542251253,0.8309829,NA,0.0884,0.236
"SXM","2010",NA,35474,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC","2010",19953.1605,89770,0.52319,73.19756098,"47.9",NA,NA,0.0893458873,0.9395423,NA,0.0142,NA
"SYR","2010",NA,20720602,0.55677,72.30743902,NA,0.3979999924,NA,0.0526284769,NA,NA,0.0153,NA
"TCA","2010",NA,30993,0.90228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD","2010",1884.795827,11896380,0.21983,49.86207317,"47.5",0.6659999847,0.0811929,0.0485507268,NA,NA,0.1601,0.41
"TEA","2010",8744.168251,1939296199,0.4754294643,73.31338999,NA,0.6751291083,0.15466875,NA,0.9449608,NA,0.02319101337,0.1281644023
"TEC","2010",15506.03038,441582321,0.6398872569,71.13300129,NA,0.5321510535,0.1116342,0.1069534753,0.9884113,NA,0.02052627167,NA
"TGO","2010",1204.604894,6390851,0.37533,57.28156098,"47.1",0.7519999695,0.1961576,0.0859712873,NA,NA,0.0909,0.205
"THA","2010",13309.4192,66692024,0.4408,73.69436585,NA,0.7169999695,0.1622264,0.194833237,0.9643092,1e-04,0.0145,0.093
"TJK","2010",2080.044388,7581696,0.26516,68.56339024,"53",0.5940000153,0.1533145,0.0586955874,NA,NA,0.0526,0.374
"TKM","2010",9828.662204,5041995,0.48402,65.0212439,"42.5",0.54,NA,0.086813085,NA,NA,0.0601,0.05
"TLA","2010",13181.7003,582484107,0.7843205087,73.91387068,NA,0.6155536337,0.1641858,NA,0.9218099,NA,0.02387237076,0.08216591839
"TLS","2010",1847.226269,1066409,0.29507,67.30839024,"45.8",0.3709999847,0.1288816,0.0454365603,0.5830898,NA,0.0638,0.321
"TMN","2010",11664.9591,328117662,0.5867954351,71.47702788,NA,0.407211932,NA,NA,0.777249,NA,0.02954278128,0.09233329596
"TON","2010",4852.021362,103947,0.23389,72.18260976,"53.4",NA,NA,0.1302621743,NA,NA,0.0174,NA
"TSA","2010",4093.788687,1628688562,0.3098624898,66.69295483,NA,0.5486181576,0.1186466,0.04860117002,0.6672693,NA,0.06404189059,0.1665619461
"TSS","2010",3166.360693,873780169.6,0.3523241892,56.33653954,NA,0.6411983518,0.1731324,0.1175102755,0.6036475,NA,0.1013962457,0.2044629493
"TTO","2010",29307.87116,1328095,0.09092,69.79756098,"65.7",0.6,NA,0.0833387928,NA,NA,0.0236,0.102
"TUN","2010",10364.57175,10547100,0.65934,74.60243902,"58.9",0.41,0.2607562,0.1566129597,0.7913058,0.004,0.0174,0.05
"TUR","2010",16165.81237,72310416,0.70715,74.09092683,"63.8",0.4270000076,NA,0.1096435967,0.926606,0.001,0.0191,0.05
"TUV","2010",3156.748086,9827,0.54796,NA,NA,NA,NA,0.1611295681,NA,NA,0.0317,NA
"TZA","2010",2068.488487,45648525,0.28114,61.62560976,"58.3",0.8659999847,0.1964802,0.1093208947,0.678007,NA,0.0634,0.347
"UGA","2010",1522.078551,33149417,0.14492,55.83665854,"62.2",0.745,0.0938318,0.1952791448,0.7321188,NA,0.0752,0.251
"UKR","2010",7685.569632,45870700,0.68686,70.26536585,"46.4",0.5390000153,NA,0.1266769531,NA,0,0.0118,NA
"UMC","2010",11813.57008,2452054616,0.5916983608,73.49745546,NA,0.6264178987,0.1456653,NA,0.9374607,0.0222,0.024,0.1050170773
"URY","2010",16736.856,3374414,0.94414,76.39460976,NA,0.6070000076,NA,0.1953142193,0.9807271,8e-04,0.0123,0.05
"USA","2010",48374.08679,309346863,0.80772,78.54146341,"78",0.5740000153,0.1316852,0.1897000904,NA,NA,0.0074,NA
"UZB","2010",4100.482835,28562400,0.36191,67.86129268,"47.5",0.5420000076,NA,0.0866744092,NA,NA,0.0461,0.085
"VCT","2010",9715.329005,109316,0.48785,72.34639024,NA,NA,0.1548563,0.1173417094,NA,NA,0.0208,0.068
"VEN","2010",16228.34081,28995745,0.88769,73.67160976,NA,0.5929999924,NA,0.0910698728,NA,NA,0.0166,0.05
"VGB","2010",NA,27223,0.44645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR","2010",NA,106267,0.94594,79.17317073,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","2010",4395.510163,86932500,0.30392,74.99036585,"49.8",0.7459999847,0.2093943,0.0986436343,NA,0.0099,0.0248,0.145
"VUT","2010",2888.349379,236299,0.24589,70.84995122,"56.4",NA,NA,0.1591106811,NA,0.0373,0.0285,0.06
"WSM","2010",5295.666099,186029,0.20078,72.417,"60.4",NA,NA,0.1259366461,NA,NA,0.0187,0.05
"YEM","2010",4286.404038,23591972,0.31732,62.76873171,NA,0.395,NA,0.0430125998,NA,NA,0.0542,0.27
"ZAF","2010",11847.08039,50771825.58,0.62218,54.3907561,"62.8",0.3870000076,0.1804437,0.141063907,0.9287732,NA,0.0538,0.05
"ZMB","2010",3195.758582,13917439,0.38725,56.38385366,"58",0.6909999847,NA,0.1260437702,NA,0.3159,0.0821,0.517
"ZWE","2010",1360.876026,13973897,0.33196,49.57465854,"21.4",0.815,0.0872091,0.0747123368,NA,NA,0.0895,0.347
"ABW","2011",36015.07046,101936,0.42698,75.08139024,NA,NA,0.2177598,NA,NA,NA,NA,NA
"AFG","2011",1712.58872,28809167,0.25074,59.32795122,NA,0.4370000076,0.1910585,0.1017410763,0.3174112,NA,0.1023,0.243
"AGO","2011",6524.481181,21942296,0.409,51.05931707,"46.2",0.65,NA,0.0558480061,NA,NA,0.1773,0.189
"ALB","2011",9640.144593,2904780,0.53247,77.24058537,"64",0.4740000153,NA,0.0985079071,0.968453,NA,0.016,NA
"AND","2011",NA,82326,0.8726,NA,NA,NA,NA,0.1930886114,NA,NA,0.0032,NA
"ARB","2011",14577.29518,361031820,0.5662713133,69.99300952,NA,0.4412882314,NA,NA,NA,NA,0.04151584812,0.09181119099
"ARE","2011",57594.12668,8734722,0.84375,76.85119512,"67.8",0.7540000153,NA,0.0868575605,NA,NA,0.0082,0.05
"ARG","2011",NA,41655616,0.91133,75.64904878,"51.7",0.5620000076,0.1572955,0.1181500096,NA,0.0083,0.0142,0.05
"ARM","2011",6803.482997,2967984,0.63371,74.34282927,"69.7",0.515,0.1259334,0.0739885161,0.9974442,0.0042,0.0172,0.068
"ASM","2011",NA,55316,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG","2011",19987.92414,88152,0.25667,75.46602439,NA,NA,NA,0.1517565915,NA,NA,0.0095,NA
"AUS","2011",41763.11851,22340024,0.88875,81.89512195,"82.5",0.6229999924,0.1350202,0.1765066229,NA,NA,0.0045,NA
"AUT","2011",44022.39527,8391643,0.65858,80.98292683,"71.9",0.5820000076,0.1106032,0.1618287608,NA,NA,0.0042,NA
"AZE","2011",15754.15236,9173082,0.53623,70.55180488,"59.7",0.615,0.0730383,0.0365643773,0.9977863,NA,0.0373,0.05
"BDI","2011",712.6704834,9790151,0.10912,55.31202439,"49.6",0.7659999847,0.1497923,0.135786437,NA,NA,0.0949,NA
"BEL","2011",40858.72517,11047744,0.97687,80.58536585,"70.2",0.4920000076,0.1191676,0.1494846286,NA,NA,0.0044,NA
"BEN","2011",1761.574331,9779391,0.42256,58.93290244,"56",0.72,NA,0.1334995067,NA,0.1898,0.1093,0.119
"BFA","2011",1470.435184,16106851,0.26505,57.49204878,"60.6",0.8080000305,0.2031371,0.128250426,NA,NA,0.1069,0.217
"BGD","2011",2579.335048,153405612,0.31225,70.47195122,NA,0.6759999847,NA,0.0746217144,NA,NA,0.0467,0.173
"BGR","2011",15603.05166,7348328,0.72638,74.16341463,"64.9",0.4659999847,0.1110005,0.1102347312,0.9835245,0.0093,0.0126,NA
"BHR","2011",39676.71702,1306014,0.88575,76.26785366,"77.7",0.6780000305,NA,0.0866784911,NA,NA,0.0078,NA
"BHS","2011",22665.16756,366711,0.82606,74.75441463,NA,0.64,NA,0.1629669303,NA,NA,0.0135,NA
"BIH","2011",9422.276108,3832310,0.39291,75.96292683,"57.5",0.3270000076,NA,0.1442747145,NA,NA,0.0069,NA
"BLR","2011",16603.38953,9473000,0.75046,70.55365854,"47.9",0.52,0.1403116,0.1299160749,NA,0,0.0056,NA
"BLZ","2011",7855.674423,329193,0.44718,69.84368293,"63.8",0.5740000153,NA,0.1341403015,NA,NA,0.0185,0.057
"BMU","2011",54984.51039,64564,1,81.15268293,NA,NA,NA,NA,NA,NA,NA,NA
"BOL","2011",5598.566773,10078238,0.66855,66.94256098,"50",0.7030000305,0.1948311,0.1106042644,0.9222614,0.0365,0.0449,0.245
"BRA","2011",14827.14672,200517584,0.84623,73.55234146,"56.3",0.6530000305,0.1526927,0.0823753559,0.9141125,0.0293,0.0162,0.05
"BRB","2011",15401.54965,280602,0.31905,75.00814634,"68.5",0.6329999924,NA,0.1011550073,NA,NA,0.0144,0.05
"BRN","2011",73265.12163,399443,0.75872,77.93231707,NA,0.6220000076,0.0918219,0.0626894688,0.9608556,NA,0.0095,0.05
"BTN","2011",6882.688407,732246,0.35585,68.32319512,"57.6",0.6959999847,0.1128502,0.1179340525,NA,NA,0.0399,NA
"BWA","2011",13634.26789,2089706,0.56467,63.95160976,"68.8",0.63,NA,0.0875119605,NA,NA,0.0518,0.287
"CAF","2011",900.6397845,4530903,0.39034,48.35043902,"49.3",0.7319999695,0.0782546,0.1184178665,NA,NA,0.1462,0.337
"CAN","2011",41565.27122,34342780,0.81115,81.34929268,"80.8",0.615,0.1218817,0.1840415949,NA,NA,0.0054,NA
"CEB","2011",21839.74529,104174038,0.6209951704,75.88847488,NA,0.503308349,0.1009534,0.1185199125,NA,NA,0.007446851763,NA
"CHE","2011",54550.68937,7912398,0.73701,82.69512195,"81.9",0.6530000305,0.1589852,0.2139481318,NA,NA,0.0044,NA
"CHI","2011",NA,160489,0.31116,80.1695122,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","2011",20266.03603,17201305,0.8879,80.58697561,"77.4",0.5720000076,0.175041,0.1433965772,0.9670301,0.005,0.0087,0.05
"CHN","2011",10274.49435,1344130000,0.50573,75.20217073,"52",0.6790000153,NA,0.1061685285,NA,NA,0.0145,0.117
"CIV","2011",2546.906812,20604172,0.51305,50.51721951,NA,0.6459999847,NA,0.0886960331,NA,NA,0.1059,0.145
"CMR","2011",2614.495561,21119065,0.52099,54.13736585,"51.8",0.6709999847,0.1486779,0.0641716148,NA,NA,0.101,0.119
"COD","2011",617.1479614,68087376,0.40442,57.39863415,NA,0.66,NA,0.0716120239,NA,NA,0.1122,NA
"COG","2011",5632.435875,4177435,0.63666,60.08517073,NA,0.66,NA,0.0758731932,0.7931117,0.0958,0.0561,0.299
"COL","2011",11496.52725,46406446,0.75321,73.45480488,"68",0.5979999924,0.1552914,0.2055019034,0.9358054,0.0252,0.018,0.112
"COM","2011",1347.797753,715972,0.27966,62.2127561,"43.8",0.5379999924,0.2141487,0.0719253261,NA,NA,0.0833,NA
"CPV","2011",6147.974534,495159,0.62624,72.70956098,"64.6",0.6070000076,0.1515328,0.1002089722,NA,NA,0.0273,0.121
"CRI","2011",13072.14256,4600487,0.72866,78.89017073,NA,0.58,NA,0.2645466662,0.9740659,0.0067,0.0101,0.053
"CSS","2011",14221.69323,6896697,0.4187727569,72.37330938,NA,0.5704675933,0.1858193,NA,NA,NA,0.02147606347,0.08762718118
"CUB","2011",18924.76327,11323570,0.76689,79.0395122,"27.7",0.5479999924,NA,0.150994241,NA,NA,0.006,0.05
"CUW","2011",NA,150831,0.89775,77.47317073,NA,NA,NA,NA,NA,NA,NA,NA
"CYM","2011",49902.14655,56580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP","2011",32983.18518,1116644,0.67406,79.5715122,"73.3",0.5859999847,0.1553671,0.0758121063,0.9867843,NA,0.0034,NA
"CZE","2011",28604.21266,10496088,0.73185,77.87317073,"70.4",0.5440000153,0.1009534,0.1462935112,NA,6e-04,0.0039,NA
"DEU","2011",42142.5489,81797673,0.74488,80.74146341,"71.8",0.5629999924,0.1082095,0.185811272,NA,NA,0.0041,NA
"DJI","2011",2782.971292,841802,0.77053,60.85056098,"54.5",NA,NA,0.1413973888,NA,NA,0.0739,0.22
"DMA","2011",10189.39821,71402,0.68389,NA,"63.3",NA,NA,0.1215602049,NA,NA,0.0196,NA
"DNK","2011",43314.05636,5570572,0.86957,79.8,"78.6",0.5909999847,0.1503621,0.1605835563,NA,NA,0.0039,NA
"DOM","2011",11375.62039,10027140,0.74929,72.94529268,"60",0.5529999924,NA,0.1464881919,0.9010627,0.0072,0.0333,0.159
"DZA","2011",13026.19166,36717132,0.68209,74.07,"52.4",0.39,NA,0.093656612,NA,NA,0.0266,0.05
"EAP","2011",9490.362804,1977658253,0.4880439502,73.44222634,NA,0.6777782141,NA,NA,NA,0.0183,0.022,0.122381598
"EAR","2011",7246.742263,2948205642,0.4251036292,68.10269939,NA,0.5572648955,NA,0.09019290401,NA,NA,0.0495342938,0.1448153742
"EAS","2011",12417.77037,2219109404,0.5282158215,74.35283056,NA,0.6673634181,0.1737055,NA,NA,NA,0.02089264209,0.1205840003
"ECA","2011",16822.86936,401448188,0.6447000761,71.11558558,NA,0.5425470334,0.1259334,0.1064224479,NA,0.0067,0.024,NA
"ECS","2011",27480.45167,892816142,0.7017166566,76.37371734,NA,0.5312475614,0.11835495,0.1534330631,NA,NA,0.01322362308,NA
"ECU","2011",9926.952496,15177280,0.62885,75.22643902,"47.1",0.6530000305,0.1096467,0.0660079179,0.915869,0.0259,0.0245,0.128
"EGY","2011",10071.20526,83787634,0.43,70.53331707,NA,0.4290000153,NA,0.0625830761,NA,NA,0.0279,0.05
"EMU","2011",37274.48583,336940330,0.7505239409,81.30310224,NA,0.5100511369,0.11407275,0.1590810279,NA,NA,0.004293748316,NA
"ERI","2011",1411.157638,4789568,0.20954,62.06936585,"36.7",0.7859999847,NA,0.035952381,NA,NA,0.0535,NA
"ESP","2011",32530.09314,46742697,0.78673,82.47560976,"70.2",0.4640000153,0.1066101,0.153092174,0.9778375,NA,0.0045,NA
"EST","2011",23954.86597,1327439,0.67965,76.22926829,"75.2",0.545,0.1341265,0.1230300811,0.9986278,0.0117,0.0042,NA
"ETH","2011",1165.216838,89858696,0.17735,62.08302439,"50.5",0.7940000153,NA,0.1901085534,NA,NA,0.0713,0.36
"EUU","2011",34555.74837,505526581,0.7394128424,80.28969817,NA,0.5181573704,0.1106334,0.1577824866,NA,NA,0.004948573535,NA
"FCS","2011",3307.578312,442535318,0.3924457635,60.71989223,NA,0.5964523977,NA,NA,NA,0.1867,0.08815716624,NA
"FIN","2011",40251.37351,5388272,0.83688,80.47073171,"74",0.5559999847,0.1192289,0.1225088429,NA,NA,0.0029,NA
"FJI","2011",7486.761437,867327,0.52214,69.565,"60.4",0.5029999924,0.1488946,0.0922784396,NA,NA,0.0237,0.05
"FRA","2011",37325.30434,65342776,0.78584,82.11463415,"64.6",0.5079999924,0.0986391,0.156138175,NA,NA,0.0043,NA
"FRO","2011",NA,48492,0.41122,80.93902439,NA,NA,NA,NA,NA,NA,NA,NA
"FSM","2011",3410.284084,103476,0.22303,68.731,NA,NA,NA,0.1910408531,NA,NA,0.0394,NA
"GAB","2011",17100.70052,1577298,0.86047,62.70509756,"56.7",0.48,NA,0.0777798827,NA,NA,0.0606,0.05
"GBR","2011",36590.15937,63258918,0.8157,80.95121951,"74.5",0.57,0.1271642,0.1619536558,NA,NA,0.005,NA
"GEO","2011",7315.090898,3875000,0.53016,74.18204878,"70.4",0.5459999847,0.0926943,0.0534094183,NA,0.0617,0.0155,0.101
"GHA","2011",3430.857389,24928503,0.51394,60.808,"59.4",0.6590000153,0.3076981,0.1402724033,NA,NA,0.0719,0.056
"GIB","2011",NA,31067,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIN","2011",1183.855846,11316351,0.35297,57.00053659,"51.7",0.7059999847,0.1425931,0.0920472719,NA,NA,0.1077,0.178
"GMB","2011",1532.494004,1749099,0.57014,59.56058537,NA,0.72,0.1511833,0.1448222372,NA,NA,0.0786,0.071
"GNB","2011",1416.311777,1673509,0.46081,54.15941463,"46.5",0.6819999695,0.1055761,0.0583547674,NA,NA,0.1104,0.224
"GNQ","2011",36754.81047,750918,0.39337,56.44682927,"47.5",0.8059999847,NA,0.0695716349,NA,NA,0.1073,NA
"GRC","2011",26626.46005,11104899,0.76649,80.73170732,"60.3",0.44,NA,0.1232195036,NA,NA,0.0047,NA
"GRD","2011",11221.36234,105070,0.35634,72.79341463,NA,NA,NA,0.1056277802,NA,NA,0.013,NA
"GRL","2011",NA,56890,0.84755,71.06243902,NA,NA,NA,NA,NA,NA,NA,NA
"GTM","2011",6798.842734,15049280,0.49765,71.01041463,NA,0.6469999695,0.2024641,0.1436330149,NA,0.04,0.0333,0.148
"GUM","2011",NA,160858,0.94187,78.35958537,NA,NA,NA,NA,NA,NA,NA,NA
"GUY","2011",6077.186038,755883,0.28271,66.12914634,"49.4",0.545,0.1182504,0.1559427421,NA,NA,0.0414,0.118
"HIC","2011",40449.43037,1161326328,0.8019699233,80.11615988,NA,0.5530426626,0.1226226,0.1730431057,NA,NA,0.0076,NA
"HKG","2011",50085.95933,7071600,1,83.42195122,NA,0.5729999924,0.2014833,NA,NA,NA,NA,NA
"HND","2011",4433.71931,7621414,0.52316,72.57273171,NA,0.5959999847,NA,0.1512734389,0.8512331,0.0788,0.0235,0.146
"HPC","2011",1847.401439,646028823,0.3279177064,59.24608088,NA,0.6899616495,0.15165665,NA,NA,NA,0.08959059939,0.2580894968
"HRV","2011",20571.27528,4280622,0.578,76.77560976,"61.1",0.4470000076,0.0857615,0.1315571696,0.9912536,0.0051,0.0051,NA
"HTI","2011",1562.304129,10144890,0.53456,61.64519512,"52.1",0.6090000153,NA,0.0548087477,NA,NA,0.0772,0.493
"HUN","2011",22603.20272,9971727,0.69348,74.85853659,NA,0.4540000153,0.0930398,0.1023280466,NA,6e-04,0.0064,NA
"IBD","2011",10113.58651,4369332638,0.5112431134,71.30708635,NA,0.5923653415,0.14478525,NA,NA,0.0246,0.03510377284,0.1164250645
"IBT","2011",8306.435796,5870148581,0.4658807489,68.98008081,NA,0.6040347792,0.1489684,NA,NA,0.0478,0.05429779647,0.1371266029
"IDA","2011",3073.392726,1500815943,0.3336592975,62.2049842,NA,0.6464002571,NA,0.08999857465,NA,0.1237,0.08454376343,0.1994992449
"IDB","2011",4742.564812,539941221,0.3867722429,62.54143797,NA,0.5822020809,0.1215085,0.0617629708,NA,0.0826,0.09310017713,0.1501815102
"IDN","2011",8870.284189,244808254,0.50712,68.33439024,"56",0.6329999924,0.1806186,0.0582675601,0.928119,NA,0.0317,0.111
"IDX","2011",2113.568357,960874722,0.3037579796,62.01593455,NA,0.6859864731,NA,0.1162447153,NA,0.1495,0.08013358027,0.2314153976
"IMN","2011",NA,85069,0.52012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND","2011",4634.945162,1247446011,0.31276,66.90417073,"54.6",0.5279999924,0.1367652,0.0442150035,0.6930256,0.0427,0.0572,0.156
"INX","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","2011",45673.5345,4576794,0.62111,80.74634146,"78.7",0.5159999847,0.1268265,0.1214805153,NA,NA,0.0041,NA
"IRN","2011",17949.24442,75184322,0.712,74.41258537,NA,0.3859999847,0.191267,0.1272739096,NA,NA,0.0183,0.062
"IRQ","2011",13203.0478,31867758,0.69098,68.70970732,NA,0.3570000076,NA,0.0487188757,NA,NA,0.0357,0.245
"ISL","2011",39557.93565,319014,0.93734,82.35853659,"68.2",0.6859999847,0.1541527,0.1525241467,NA,NA,0.0023,NA
"ISR","2011",30574.25236,7765800,0.91886,81.65609756,"68.5",0.5420000076,0.1349082,0.1126701653,NA,NA,0.0044,NA
"ITA","2011",35870.71377,59379449,0.68444,82.18780488,"60.3",0.4409999847,0.0843019,0.1419287095,NA,NA,0.0039,NA
"JAM","2011",8481.245974,2699838,0.5393,75.0862439,NA,0.5509999847,0.1858193,0.0646004895,NA,NA,0.0176,0.083
"JOR","2011",10324.44669,6760371,0.82724,73.59185366,"68.9",0.365,NA,0.177788851,0.9590445,NA,0.0202,0.05
"JPN","2011",34335.30402,127817277,0.91248,82.59121951,"72.8",0.565,0.0970961,0.1971636486,NA,NA,0.0034,NA
"KAZ","2011",22134.09211,16556600,0.53581,68.98,"62.1",0.68,NA,0.1054495128,NA,1e-04,0.0196,0.05
